code,price,sma50,sma150,sma200,high52w,low52w,sma200_20d_ago,rs_percentile,ret_3m,ret_6m,ret_9m,ret_12m,tt_1,tt_2,tt_3,tt_4,tt_5,tt_6,tt_7,tt_8,tt_all_pass,non_cut_years,non_cut_years_verified,non_cut_years_required,coverage_years,div_source_used,needs_manual_dividend_check,cfo_pos_5y_ratio,fcf_pos_5y_ratio,fcf_payout_3y,fcf_payout_hard_fail,fcf_latest,div_paid_latest,total_div_fwd,total_div_actual,dps_fwd,bps_latest,eps_fwd,net_shares_latest,fiscal_month,metrics_coverage,data_quality_flags,Sector33CodeName,Sector17CodeName,Name,dividend_yield_fwd,dividend_yield_fwd_total,yield_split_mismatch,high_yield_risk,per_fwd,pbr,fcf_yield,per_sector_rank,value_pass,is_financial,core_pass,core_fin_pass,core_candidate,core_momo_pass,trend_score,core_drop_reasons,satellite_pass,eps_growth_yoy,eps_accel,eps_score,satellite_drop_reasons,breakout_20d,breakout_55d,first_pullback,in_holdings,composite_score,drop_reason
34440,768.0,799.84,599.1866666666666,532.105,1146.0,241.0,486.615,95.88996763754045,-0.19242902208201895,1.3925233644859811,1.3630769230769233,1.56,True,True,True,True,False,True,False,True,False,8.0,8.0,5,12,yf,False,0.0,0.5,0.7058823529411765,True,,,,,,,7.45,,4.0,1.0,shares_missing; div_split_adjusted,金属製品,建設・資材,菊池製作所,,,False,False,103.08724832214764,,,0.9642857142857143,False,False,False,False,False,False,6,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,False,0.9003290110315464,True,7,TT_not_all_pass; yield_unknown,False,False,False,False,72.94498381877023,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; TT_not_all_pass; yield_unknown; data_missing:yield_total
31100,27430.0,20925.00265625,13692.044205729168,11754.983154296875,27568.63671875,3060.0,10070.04990234375,99.32038834951456,1.5659494855004676,2.7575342465753425,3.511513157894737,5.59375,True,True,True,True,True,True,True,True,True,0.0,0.0,5,26,yf,False,1.0,0.5,0.7645073348046216,True,7703000000.0,3877000000.0,,3877000000.0,106.0,3563.47,352.61,36406783.0,3.0,1.0,div_split_adjusted,ガラス･土石製品,建設・資材,日東紡績,0.0038643820634341962,0.003882287451539834,False,False,77.79132752899804,7.697553227612412,0.007713505349293615,0.9459459459459459,False,False,False,False,False,False,6,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,False,0.2712103882123394,True,6,yield_below_2pct,True,False,False,False,72.66019417475728,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; yield_below_2pct
63800,3875.0,3425.807783203125,2967.7410498046875,2703.9907873535158,3875.0,1720.0,2546.0517346191405,93.07443365695794,0.17602427921092567,0.7613636363636365,1.1059782608695654,,True,True,True,True,True,True,True,True,True,0.0,0.0,5,4,yf,True,0.5,0.5,3.4166666666666665,True,-589000000.0,41000000.0,,41000000.0,30.0,1339.24,72.4,1385767.0,3.0,1.0,div_split_adjusted; div_history_short,機械,機械,オリエンタルチエン工業,0.007741935483870968,0.007635226673236065,False,False,53.52209944751381,2.893432095815537,-0.10968654903746444,0.9056603773584906,False,False,False,False,False,False,6,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,False,1.4572220297887077,True,7,yield_below_2pct,True,True,False,False,72.53721682847896,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; yield_below_2pct
77210,7550.0,7709.04431640625,6216.065654296875,5748.474240722656,9157.2958984375,2529.0,5381.7284252929685,92.88025889967638,0.19651347068145797,0.7139614074914868,0.7517401392111369,1.2571001494768312,True,True,True,True,False,True,True,True,False,10.0,10.0,5,22,yf,False,0.0,0.0,,True,-4480000000.0,575000000.0,,575000000.0,35.0,2460.11,231.15,16429259.0,3.0,0.75,div_split_adjusted,精密機器,電機・精密,東京計器,0.004635761589403974,0.004635567580823396,False,False,32.662773091066406,3.0689684607598844,-0.036117117847110976,0.7941176470588235,False,False,False,False,False,False,6,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,False,12.299479166666668,True,7,TT_not_all_pass; yield_below_2pct,False,False,False,False,72.4401294498382,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; TT_not_all_pass; yield_below_2pct; data_missing:fcf_payout
31030,1463.0,1282.28,598.6733333333333,495.5,2192.0,127.0,385.51,99.57928802588997,3.704180064308682,6.206896551724138,7.4080459770114935,7.813253012048193,True,True,True,True,True,True,False,True,False,3.0,3.0,5,4,yf,True,1.0,1.0,0.0,False,3147000000.0,0.0,,0.0,0.0,-123.42,-421.18,57654517.0,3.0,1.0,div_split_adjusted; div_history_short,繊維製品,素材・化学,ユニチカ,0.0,0.0,False,False,,,0.037309469904135015,,False,False,False,False,False,False,6,A_non_cut_years; E_div_yield; F_value_pass,False,0.6456563763107023,True,7,TT_not_all_pass; yield_below_2pct,False,False,False,False,72.28964401294499,A_non_cut_years; E_div_yield; F_value_pass; TT_not_all_pass; yield_below_2pct
64030,4020.0,3957.9,3366.6,3090.805,4085.0,1447.0,2882.155,93.13915857605178,0.2542901716068642,0.4336661911554922,1.1102362204724407,1.2495803021824288,True,True,True,True,True,True,True,True,True,8.0,8.0,5,19,yf,False,0.5,0.5,0.19781604367912642,True,2381000000.0,235000000.0,,235000000.0,55.0,2377.22,99.75,4281539.0,3.0,1.0,div_split_adjusted,機械,機械,水道機工,0.013681592039800995,0.013653434300793726,False,False,40.30075187969925,1.6910508913773232,0.13833543434123347,0.8427672955974843,True,False,False,False,False,False,6,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield,False,0.9707934866890668,True,7,yield_below_2pct,False,False,False,False,71.56957928802589,B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; yield_below_2pct
71160,178503888.0,155628309.1,51876696.22,38907722.395,178503888.0,744.0,21228357.755,99.64401294498381,220919.65346534652,178681.57057057056,219831.37438423646,178502.888,True,True,True,True,True,True,True,True,True,1.0,1.0,5,2,jquants,True,1.0,0.6666666666666666,1.1935483870967742,True,-927000000.0,121000000.0,,121000000.0,45.0,837.57,-60.5,2706957.0,3.0,1.0,div_history_short,卸売業,商社・卸売,ダイワ通信,2.520953493181056e-07,2.5041268986615497e-07,False,False,,213121.15763458575,-1.9184509380655015e-06,,False,False,False,False,False,False,6,A_non_cut_years; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,False,0.5067650676506764,True,7,yield_below_2pct,False,False,False,False,71.3220064724919,A_non_cut_years; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; yield_below_2pct
70120,3381.0,3187.290361328125,2499.195926106771,2394.9559445800783,3652.990966796875,1236.4,2281.951709472656,93.81877022653723,0.45481927710843384,0.8031999999999999,0.5354223433242506,0.893481182795699,True,True,True,True,True,True,True,True,True,0.0,0.0,5,21,yf,False,1.0,0.5,0.8895660007418791,True,37742000000.0,25181000000.0,,25181000000.0,150.0,4205.63,525.44,167136575.0,3.0,1.0,div_split_adjusted,輸送用機器,自動車・輸送機,川崎重工業,0.044365572315882874,0.0445611411500344,False,False,6.434607186358099,0.8039223612157989,0.06678950753681738,0.15873015873015872,True,False,False,False,False,False,6,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail,True,0.6198063488172569,True,7,,False,False,False,False,70.90938511326861,A_non_cut_years; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail
59850,1429.0,1393.989111328125,1140.5263374837239,965.1847531127929,2257.42578125,265.0,834.4918313598632,98.64077669902913,0.464139344262295,0.42047713717693846,3.8771331058020477,3.4937106918238996,True,True,True,True,True,True,False,True,False,1.0,1.0,5,26,yf,False,1.0,0.5,0.36737160120845924,True,1655000000.0,0.0,,0.0,0.0,880.63,-25.53,30197405.0,3.0,1.0,,金属製品,建設・資材,サンコール,0.0,0.0,False,False,,1.6227019293006144,0.038352717865450026,,False,False,False,False,False,False,6,A_non_cut_years; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; F_value_pass,False,4.160981110797858,True,7,TT_not_all_pass; yield_below_2pct,False,False,False,False,70.82038834951456,A_non_cut_years; C_fcf_pos_ratio; D_fcf_hard_fail; E_div_yield; F_value_pass; TT_not_all_pass; yield_below_2pct
67400,83.0,54.2,31.72,28.315,133.0,14.0,21.07,99.48220064724919,3.1500000000000004,3.1500000000000004,3.3684210526315788,3.882352941176471,True,True,True,True,True,True,False,True,False,0.0,0.0,5,2,jquants,True,0.0,0.0,,True,,,,,,,-10.03,,3.0,0.75,shares_missing; div_history_short,電気機器,電機・精密,ジャパンディスプレイ,,,False,False,,,,,False,False,False,False,False,False,6,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass,False,0.766497461928934,True,7,TT_not_all_pass; yield_unknown,False,False,False,False,70.7411003236246,A_non_cut_years; B_cfo_pos_ratio; C_fcf_pos_ratio; D_fcf_payout; D_fcf_hard_fail; E_div_yield; F_value_pass; TT_not_all_pass; yield_unknown; data_missing:yield_total; data_missing:fcf_payout
77710,385.0,442.64,223.6,190.51,925.0,58.0,158.725,99.28802588996763,1.2781065088757395,3.375,3.5294117647058822,4.347222222222222,True,True,True,True,False,True,False,True,False,0.0,0.0,5,2,jquants,True,1.0,1.0,0.0,False,140000000.0,0.0,,0.0,0.0,66.73,-0.91,22028507.0,3.0,1.0,div_history_short,精密機器,電機・精密,日本精密,0.0,0.0,False,False,,5.769518956990859,0.016507535605402746,,False,False,False,False,False,False,5,A_non_cut_years; E_div_yield; F_value_pass,False,2.2781456953642385,True,7,TT_not_all_pass; yield_below_2pct,False,False,False,False,70.64401294498381,A_non_cut_years; E_div_yield; F_value_pass; TT_not_all_pass; yield_below_2pct
